leptons.at(0).pT,leptons.at(0).phi,leptons.at(0).eta,leptons.at(1).pT,leptons.at(1).phi,leptons.at(1).eta,leptons.at(2).pT,leptons.at(2).phi,leptons.at(2).eta,MET_Phi,ST,bJet_vector.size(),Jet_vector.size()
73.335,2.25096,-2.43764,56.4124,-0.627531,-1.42874,16.9894,2.49634,-1.63754,-1.93937,197.838,0,0
90.2725,1.87534,1.31519,74.5675,1.9314,1.55697,21.7627,2.85791,0.527116,-1.28045,376.488,0,0
55.757,-0.843965,0.78084,29.6717,-2.45105,1.1307,27.3487,2.25922,-0.458792,0.93913,397.736,0,2
41.8429,3.05465,-0.782869,40.9817,-2.67356,-1.70288,39.8332,0.594656,-0.806044,-0.125083,236.079,0,0
60.7872,-1.98359,2.35903,55.3168,0.525936,1.58059,40.286,1.11519,1.88532,-0.555134,360.41,0,1
79.6444,0.120535,-0.194659,46.6477,2.55897,-0.611351,17.8601,2.59948,-2.35268,-1.11431,286.79,0,1
29.1393,1.96104,-2.38682,26.436,-2.19606,-1.46612,25.2274,-2.73348,-0.984178,-0.228822,274.768,0,0
59.2351,-2.22839,-0.940863,47.7461,-1.96098,-1.67431,23.3207,-0.277699,-0.838642,-1.36953,372.193,0,3
109.351,-0.104482,1.56982,109.096,0.0421538,1.85058,57.8099,-0.823498,1.47223,2.72203,541.472,0,2
60.4369,0.808638,-0.0333061,47.9752,-2.11994,0.439945,15.6896,-2.40275,0.591186,-2.40171,302.571,0,2
47.4505,-2.58648,0.0471042,41.8394,2.96023,-0.0614498,15.7558,0.678203,-0.438581,0.470275,218.065,0,1
35.1135,-1.76861,-1.28878,29.447,-1.25303,-0.705902,24.3441,0.861809,-2.35904,2.15345,231.116,0,1
37.6961,-2.56168,-2.42869,32.563,1.47676,-1.71777,11.683,-2.21435,-0.779116,-1.50843,174.561,0,0
54.4841,1.42751,-1.15423,34.6485,-1.24862,-1.3767,24.4375,2.07027,-1.40413,-0.712539,196.113,0,0
53.6741,-2.5821,-0.33037,17.4465,2.35762,-1.7335,13.7481,-2.15481,0.481376,0.668019,169.946,0,0
68.9241,0.775176,0.689206,33.9869,0.806578,1.37312,21.6287,-0.907978,0.214472,-2.79604,391.824,0,2
96.2387,0.648944,0.169502,72.3106,-2.11722,1.71618,23.1518,2.5743,1.80398,1.67708,293.32,0,1
65.8838,1.71657,-0.335421,56.0771,-1.95108,1.50077,20.8672,0.104617,1.05383,0.788204,226.057,0,0
42.1143,1.80615,-1.38141,20.4024,-1.08327,-0.898674,12.3897,2.26889,-1.34936,2.70949,244.058,0,2
62.7038,0.912585,1.17913,53.3937,0.201779,1.06552,21.5339,2.33606,1.45149,2.24553,344.284,0,2
54.5463,0.84721,0.00503186,50.0366,-2.67617,-0.799921,16.4243,0.563139,-1.44585,-1.72874,197.238,0,0
32.999,-2.30529,-0.764912,28.5848,-1.69852,-1.1045,20.3702,1.82713,-1.97443,1.25216,169.685,0,0
33.2996,-2.61579,-0.651125,27.5691,0.5893,-0.798154,16.5401,1.8216,-1.81058,-0.790538,137.896,0,0
33.0858,2.83195,1.46513,20.658,0.855218,1.77917,13.7551,2.87477,-0.870915,-0.455137,197.87,0,0
36.1833,1.60926,-0.23842,23.6575,-2.60652,-0.50596,22.8559,1.70223,0.55169,-0.715434,216.648,0,0
47.4084,-1.96484,-0.261787,41.4477,2.23334,-0.437791,20.7731,0.0972856,0.323248,1.08544,280.47,0,0
41.51,2.22854,-2.23529,30.4634,-1.27213,-1.67716,27.1705,3.03451,-1.9171,-1.09243,160.175,0,1
122.896,-0.209349,-0.874577,43.7993,1.86537,-1.75501,43.7587,3.08725,-2.31078,-0.332709,271.066,0,0
35.0967,-2.33564,-1.19215,34.0752,-2.93116,-1.97141,28.7353,1.50552,-1.37241,1.18462,292.305,0,1
140.414,-1.92729,-1.23038,35.0702,0.48529,-1.76487,32.2742,-2.65846,-0.997966,-2.53422,464.491,0,2
39.5228,0.153644,-0.649424,29.5596,-2.47997,-1.65381,21.8315,0.39818,-0.605426,2.94923,165.376,0,0
36.857,2.77109,0.00124561,27.3582,0.480941,-2.14843,25.4956,3.07435,-1.68137,0.248169,226.732,0,2
63.6196,1.34367,-1.92197,26.8254,1.60857,-0.381534,23.488,0.183478,-2.01699,-2.90746,249.237,0,0
99.0587,1.58583,0.034818,64.9403,1.00458,-0.107453,64.4625,1.79305,-0.30227,-1.8197,460.11,0,0
51.6003,0.144125,0.44116,29.0617,0.990382,0.155772,18.259,2.31211,1.05111,-2.9418,186.068,0,1
52.1478,-0.944278,0.271653,30.4536,0.220395,0.658544,27.6063,-2.21452,0.277278,2.58332,291.979,0,2
107.367,-2.6238,-0.110944,58.2863,-2.59634,-0.64586,42.7213,-1.92432,0.268861,1.18054,447.581,0,0
66.2936,-2.08915,-0.910643,58.4532,0.864472,-0.684583,53.0486,0.766559,-0.756007,-2.68657,284.895,0,1
120.858,2.55227,0.525831,107.506,2.82787,0.982069,96.7551,2.36648,0.7871,-0.809812,753.838,0,0
33.2609,-0.888452,-0.549247,32.937,-0.443146,-1.28503,30.8613,-3.03796,-1.04709,1.63474,253.804,0,1
45.0634,2.2455,-0.319651,38.4174,-0.0299338,-1.44216,25.5142,-2.8003,-1.48707,0.259476,155.113,0,0
53.0235,-2.87859,0.598051,45.6032,2.41763,0.964218,32.3829,-2.81544,-0.0530853,-0.323911,240.419,0,1
89.8289,1.32625,-0.197232,73.9951,1.25804,-0.128621,18.8086,-0.183394,0.752768,-2.06766,287.198,0,0
56.1893,-0.306692,1.1064,32.5722,0.965184,1.92026,29.4887,-2.0559,1.60518,-3.09631,247.576,0,1
69.3871,0.247641,1.78437,65.7293,-2.84568,2.13933,57.6355,1.24117,1.63362,-1.87598,372.044,0,1
126.136,-0.221933,0.0457139,64.6314,2.62488,0.44713,13.2308,-0.954363,0.665192,-1.70626,324.883,0,0
43.4581,-0.919295,-1.72915,38.3255,0.0548072,-1.00201,32.3354,1.09283,-1.53162,-2.78546,167.615,0,0
42.9825,-2.01929,1.86111,34.5291,1.07938,0.855202,26.7396,-1.11314,1.63567,-2.91754,195.321,0,0
36.5856,2.94073,-2.13412,21.423,-0.601335,-1.59088,16.2448,-0.827447,-1.16509,1.50336,264.286,0,2
32.6888,2.24998,0.120182,32.5418,-0.455868,0.914272,22.5759,-1.62002,-0.794863,1.83134,189.183,0,0
180.275,-0.0898983,-0.387832,135.375,3.00907,0.152253,58.355,-2.95436,0.413899,0.276138,568.501,0,0
29.1617,-1.60329,-0.340539,28.7381,1.30525,-1.05013,24.7223,2.48394,1.43828,-1.40356,130.324,0,0
59.4688,2.84202,-0.947558,40.1537,-0.0452923,0.62389,33.0077,1.81982,-1.09619,-1.1652,208.769,0,0
236.962,-1.77289,0.441533,106.531,-1.95968,0.694324,103.132,1.31108,0.067973,1.32103,748.497,0,0
37.6188,2.50826,-1.65074,27.8813,2.92801,-1.52613,18.2369,-0.200926,-1.17237,-0.179568,159.464,0,0
37.0999,0.95038,-1.35112,36.9525,-0.53836,-0.32343,29.5339,-1.2576,-0.468526,-2.40425,420.196,0,1
402.558,-1.80296,0.352853,260.816,-1.47397,0.350257,212.507,-1.45692,0.504579,2.70956,1759.55,0,1
46.1842,2.21668,2.0138,28.0419,-2.81593,0.337774,12.4906,0.801415,0.671739,0.352575,188.131,0,1
63.0357,-0.785012,1.8122,52.1536,-0.786567,1.25264,31.1019,-2.10447,-0.228061,2.54531,259.525,1,1
62.1084,-0.290776,-0.838849,61.8924,2.89094,-1.82046,51.4185,3.05133,-1.58982,-0.292303,228.334,0,0
34.7501,1.92745,1.5425,32.9593,0.323774,0.880549,32.8748,-0.0867192,1.50368,-1.1913,245.908,0,1
52.1084,0.273416,-0.169967,47.2224,0.817828,0.0720843,42.9432,-0.862452,0.253273,2.52268,246.674,0,0
63.0248,1.09074,-0.613149,59.869,-3.01196,0.312775,13.1102,-1.44885,-1.10824,0.237285,243.091,0,0
46.6997,-0.0901208,1.73516,34.681,-1.03893,2.08754,29.3977,2.92776,2.07646,1.85045,220.748,0,0
47.2987,-1.42236,-1.39666,41.076,1.88066,-1.33744,30.8462,-0.237994,-2.33367,3.09448,234.089,0,0
64.4478,2.41826,0.834621,43.7416,-1.96235,-0.0378124,33.3367,-0.364239,-0.285228,0.79068,443.415,0,2
123.455,-0.155494,-0.632541,58.4833,2.21429,-2.18472,46.1391,3.04508,-1.31245,-1.04274,349.595,0,0
181.025,-2.45614,-1.5616,62.9199,0.955242,-0.811764,33.4014,-0.420865,-0.617069,2.96105,448.341,0,0
44.7957,-2.79639,1.32156,44.3121,2.31963,0.598682,28.1343,-2.19227,1.41469,-0.750348,258.573,0,2
37.7281,-0.0187936,1.58088,37.1861,-1.72458,0.87637,30.9068,1.82069,1.52807,2.30573,156.777,0,0
44.7172,1.87453,0.447395,37.7086,1.62761,1.04383,24.5757,-0.861991,1.03918,-1.92335,281.06,0,1
68.9128,-1.58946,0.440564,58.0842,0.690412,0.02426,37.2692,0.104874,1.04417,-1.84455,722.85,0,1
149.525,-0.733213,1.1255,59.8824,2.11548,2.27191,28.58,1.53334,2.38287,-3.06538,388.255,0,1
72.4732,-2.98864,-0.552417,47.9248,-0.084968,-0.696095,21.4424,1.94839,0.171973,-2.75012,223.069,0,1
70.9292,2.71046,-0.935869,52.4328,0.047196,-1.29795,23.0363,1.33333,-1.64949,-0.906099,285.886,0,0
181.364,2.68518,0.263126,103.431,-0.218751,0.180943,22.2687,0.257378,1.42301,-2.30346,388.674,0,2
36.9757,-1.12955,0.0377595,35.9201,1.29537,-1.40377,10.5271,0.0368619,0.733108,3.04373,189.14,0,1
47.1113,-0.935099,-0.665859,46.3172,-1.28338,-1.37037,16.8981,-1.684,0.401229,2.18439,292.24,0,1
45.4484,1.19053,-0.918649,22.3867,-2.76354,-1.01581,18.6923,-0.481409,-1.93679,1.91003,197.503,0,0
40.5368,-1.56704,1.82861,38.5779,-0.610558,2.018,27.2676,1.04847,2.10974,1.94017,238.217,0,2
50.3242,-2.63199,1.31844,19.5686,1.51711,2.26441,18.5664,0.453573,1.48903,-0.364324,174.48,0,0
35.2422,-2.86285,-1.37088,35.2372,1.07384,-1.59429,27.5477,-0.438977,-0.979865,1.68313,159.033,0,0
54.6207,-2.54064,-0.445472,44.6015,3.12471,-0.586279,32.2309,-1.06318,-0.491414,0.985679,170.3,0,0
103.678,-0.124683,0.514378,87.3381,-0.119296,0.350271,69.9664,2.16189,-1.03829,3.14069,454.019,0,0
44.5893,-2.15193,1.0895,34.2334,1.84553,-0.513825,29.536,-2.26495,0.486246,0.0331836,187.884,0,0
70.4819,-2.1738,2.21083,46.122,3.07452,2.31175,29.8866,-1.1421,1.94751,0.576205,257.152,0,1
41.2606,-2.19623,-0.156443,19.1192,0.617662,-0.955835,18.6509,-0.00112932,-0.952716,0.181907,180.521,0,1
58.9,-2.18635,0.327814,33.7035,2.24702,-0.506061,31.2665,-0.20606,-0.230991,0.192463,196.893,0,0
100.262,1.41017,0.523838,22.6161,1.08796,-0.760349,20.1349,-2.71834,0.655647,-1.58096,580.834,0,2
54.8136,2.96948,2.29724,39.2826,1.20062,2.28715,22.1207,-0.424744,1.13399,-1.43093,174.214,0,0
73.1331,-0.854149,0.62133,43.7619,2.66071,1.46193,39.2155,1.30254,2.06764,-1.79809,270.903,0,0
85.7109,0.0821496,0.265652,70.5342,-2.46194,0.113893,55.0457,-0.632301,0.118117,2.92862,386.33,0,0
99.3531,1.08744,1.31677,24.7105,1.82485,0.481335,21.2924,-0.131949,0.676175,-1.84333,364.399,0,0
40.126,1.45163,2.49229,33.0155,0.963042,1.70545,20.9521,-1.36201,1.03743,-2.66115,129.296,0,0
81.5403,2.26174,-0.552021,66.5339,-1.00046,-0.615681,16.0483,-1.96884,-2.16952,1.59853,272.661,0,0
54.6755,0.0654,1.91018,52.2901,-3.08911,1.77576,20.1307,0.465432,1.21629,-2.64656,197.244,0,1
39.5801,1.03901,0.345937,28.6171,-0.340929,1.31687,27.3981,-3.10897,1.23173,1.37052,201.964,0,0
41.8731,2.4811,0.447574,26.3627,0.408409,0.963841,26.2216,-0.72265,0.241387,-2.67913,173.099,0,0
67.191,-2.6262,-1.0739,45.719,0.748934,-0.169754,38.5385,-0.645928,-0.712138,3.13178,315.943,0,0
79.3496,1.45486,-1.56881,28.191,-0.0160593,-0.864336,24.1782,0.90763,0.98888,0.358061,434.83,0,2
73.1128,0.209641,-0.737274,57.3273,-1.89101,-0.108391,12.4331,2.2619,1.0049,1.1086,302.545,0,0
49.8791,1.73882,2.15172,48.8753,-1.29913,1.28142,22.8702,2.84432,1.60621,0.267777,229.93,0,0
39.8678,3.0924,-0.850884,24.1552,-0.389524,-0.383901,12.0032,0.176614,-1.45042,0.49423,173.611,0,0
83.696,2.32378,-0.729196,83.1294,1.88247,-0.811921,23.6687,3.0134,-1.63665,-0.907704,382.171,0,0
55.693,1.77761,0.0315853,18.4063,-2.13096,-0.890842,15.64,2.23625,1.36812,0.2319,192.715,0,0
38.317,-0.607648,-0.0282466,36.2607,1.08757,-0.536979,32.6032,-0.96546,-0.380968,2.66462,181.206,0,0
50.2416,-0.553599,-0.817488,37.7958,2.28782,-1.69647,33.4562,-2.19783,-0.922764,1.61487,212.065,0,1
51.503,-2.41666,-1.4264,17.3248,-0.916114,-0.144673,13.5334,-0.211812,-0.643737,1.51104,243.544,0,0
100.071,-1.06098,0.282129,56.2192,1.5485,1.15628,15.072,-1.57548,0.760145,1.88488,296.124,0,1
38.5003,2.56216,0.225051,20.8927,0.228453,0.946514,15.8076,-2.35232,-0.12372,0.945689,110.646,0,0
72.7934,-0.693388,0.00412977,36.3373,3.01052,-0.857843,34.1419,1.9963,0.306126,0.561162,260.417,0,0
51.8197,2.84351,1.70595,37.9466,0.0935978,0.551755,15.2536,-0.574569,0.69344,-1.70534,251.099,0,1
49.2613,1.25757,-0.436736,38.0521,2.85683,-0.391363,21.5377,1.63895,-1.6569,-1.06283,307.425,0,1
160.805,0.462064,-1.97657,42.3455,-1.72044,-2.03313,24.8469,1.03906,-1.80155,0.275235,678.631,0,3
81.9343,-2.88793,2.19836,57.2956,2.65006,2.04143,32.1472,-2.12267,2.37891,0.371886,234.17,0,0
84.7484,3.05568,-2.232,51.596,-1.8906,-0.771767,16.3222,-1.96564,-0.937226,-0.883658,347.864,0,2
48.9519,2.27034,-0.578563,44.7694,-2.74017,-0.749623,30.3328,1.8073,-0.187274,-2.54976,238.027,0,1
52.3524,-0.182644,1.19642,50.9581,-0.884381,0.53432,22.8106,-2.41339,1.22276,-2.85274,248.982,0,0
73.6973,-0.104431,-1.45377,50.9382,-1.4714,-1.68508,35.3496,-0.263694,-0.894414,2.02903,328.717,0,0
35.972,2.44964,-1.13843,32.5152,-2.56369,-0.588453,12.7041,1.0321,1.08138,-0.910486,234.834,0,2
129.563,-1.50047,2.22808,57.211,1.34879,1.6118,31.6708,2.42615,1.96636,0.289619,249.309,0,0
121.174,-1.06004,2.40317,59.087,-1.9694,2.29283,18.1404,-2.28337,2.1985,1.6412,346.236,0,0
71.1991,-2.24352,-0.435312,51.8844,0.872276,1.43976,39.6406,1.93884,0.736571,-0.701395,257.795,0,1
45.856,-2.6045,0.0661596,35.9923,-0.823297,0.122987,31.4181,1.17464,-0.225074,1.64287,163.954,0,0
39.9467,0.139578,-2.08979,30.2057,1.71354,-2.10894,21.3132,-2.83441,-1.37799,2.65394,232.74,0,1
119.011,-0.854905,-1.22498,48.9306,2.84443,-0.986628,30.0705,-2.76535,-1.43783,0.875243,247.858,0,0
79.9239,-2.59897,-0.956105,55.0916,-0.599539,-0.834911,18.5164,2.00055,-0.108279,2.04995,238.454,0,0
37.3469,2.49984,-0.555247,22.8229,2.39151,-1.05649,18.9476,-0.802238,-0.500456,2.05549,162.354,0,0
73.706,1.96983,-0.402779,45.5054,-0.0156855,-1.05468,30.859,1.56181,-0.388186,-2.71022,280.595,0,1
60.9313,0.214403,0.98673,39.8928,2.22274,0.731092,26.6209,-2.0045,0.895941,3.14116,164.068,0,0
118.01,2.48984,0.437463,73.3485,-1.52188,-0.186198,18.7502,0.424492,-0.446276,1.45489,344.256,0,1
280.267,2.44149,-0.585949,80.8363,-1.18881,-0.240782,61.3011,-1.53075,0.544585,1.77626,692.748,0,2
72.6154,1.73417,-1.0843,34.5157,0.589303,-0.346581,28.4327,0.00686115,-0.527841,-2.117,272.098,0,1
250.81,-1.9901,0.834601,226.369,0.898271,-0.215462,108.165,0.807096,-0.418947,-2.32659,894.354,0,0
26.5676,1.2131,2.47169,25.5234,1.79534,2.3962,17.0354,-1.70069,0.955228,0.200878,158.028,0,1
39.3873,-1.43397,-1.72829,23.2584,-0.715135,-0.240239,22.2671,-1.40215,0.148059,2.56034,205.942,0,0
33.1496,-2.8157,-2.23467,27.602,0.342922,-1.6934,26.0393,1.32876,-1.95698,-0.756785,202.866,0,1
69.2802,2.99352,0.32116,29.8911,1.98132,0.135461,28.5798,-1.30082,0.0691121,0.0970742,218.537,0,0
84.5373,2.99113,0.0881332,54.4526,0.232824,0.619986,44.224,-0.494619,0.569338,-0.207808,210.575,0,0
31.6161,-2.13948,-0.612415,27.2211,-0.0688653,0.175598,26.412,0.959436,-0.44731,1.70054,158.438,0,0
29.1867,0.266408,0.623627,19.5168,-3.08211,1.92497,12.2926,0.617363,0.205023,0.943722,107.722,0,0
23.3885,-2.08785,1.91733,17.607,1.65863,2.2918,13.3295,-0.757377,-0.461781,0.985669,80.5395,0,0
110.597,0.671252,0.766259,41.8889,-3.04162,1.82902,19.0791,1.90728,0.313381,-2.2302,486.572,0,0
49.2706,-0.682766,0.289779,26.9809,-2.6836,-0.866161,23.6925,1.3582,0.928831,2.20876,182.903,0,0
62.7717,0.259754,0.242165,43.2586,2.49523,-1.08111,36.9689,2.58913,0.40407,-0.830309,314.538,0,1
73.4891,-2.37475,-0.74787,28.8181,0.612257,-0.431588,27.943,2.36123,-1.91322,0.31105,173.682,0,0
88.7777,0.530759,-1.39983,81.2386,0.158061,-1.46386,20.1563,1.64866,-0.918401,1.49378,388.905,0,1
87.4053,0.89858,-1.11788,74.6106,-2.09196,-0.315438,19.1452,-2.74056,1.16799,0.753076,466.26,0,1
62.3858,2.41733,-0.324966,59.7062,2.39054,-0.0983507,14.3856,-2.54728,-1.71382,-0.964485,232.968,0,0
73.6898,-1.40285,1.0417,52.0278,1.23705,1.26449,20.2419,-1.04521,1.31444,2.61021,240.788,0,0
44.4258,2.06896,-1.31345,19.5436,-1.71512,-1.3034,16.8248,-1.65011,-1.53114,-1.84603,381.699,0,3
49.1118,-3.09413,-0.655718,46.7264,-2.45793,-1.02199,19.6686,0.614034,-0.486489,0.246304,184.897,0,0
30.5252,-2.71628,-0.522564,24.2776,2.44286,1.84778,17.7922,1.84934,-0.476306,-0.856298,179.358,0,0
33.7706,-2.05521,0.824254,28.9276,-2.45889,-0.583177,24.6339,1.66852,0.503237,0.497475,164.06,0,0
37.58,-0.185805,1.41063,26.6317,1.22677,0.768312,20.0629,2.1152,0.204274,-2.41243,145.774,0,0
185.475,1.60402,0.322016,130.936,1.85839,0.167249,49.6192,1.20688,0.420314,-1.22943,843.175,0,1
88.1491,1.28366,-0.876023,86.8972,-2.24582,-0.825948,42.4893,-1.82199,-0.113124,0.988011,343.358,0,0
49.4955,1.1313,1.2505,30.6328,-0.212428,1.5721,27.9941,3.03902,1.63185,-2.12289,256.216,0,1
35.8919,-2.47987,0.491245,30.0684,-2.83125,-1.10343,26.1037,2.1982,-0.584486,0.982776,182.383,0,0
43.8022,1.37542,-2.16181,25.7482,-2.65307,-0.850126,14.2315,-0.780287,-0.788077,-1.50913,138.241,0,0
118.165,0.45153,-0.527323,99.3234,0.301204,-0.579072,49.4882,2.65161,-1.11132,1.30571,611.059,0,2
66.2048,2.95865,-0.206841,60.635,2.6319,-0.452734,25.2302,2.09546,0.954397,-0.744874,282.586,0,0
49.1425,-0.159419,0.0267573,18.811,0.258196,1.67076,17.4233,2.1162,0.787411,3.11166,296.659,0,1
61.8402,0.321938,1.25469,32.2935,0.130236,1.20726,32.0281,2.26799,1.15061,-2.1001,214.062,0,0
57.6061,-0.424606,0.38332,54.8251,-1.77833,-1.23917,11.0992,0.908332,0.217164,-1.19824,943.67,0,3
76.7313,1.12114,-0.566866,31.1202,-1.1047,-1.03083,28.9762,-2.71278,-2.17741,-2.86765,194.389,0,0
37.4459,2.43929,-2.42401,17.4588,-0.321666,-1.77564,15.4692,-0.771238,-0.867503,0.464602,127.703,0,1
41.2665,-0.721013,-0.306114,33.3997,0.740059,-0.763687,24.219,3.06194,-0.706812,1.76594,167.382,0,0
138.626,-1.99079,-1.08567,108.322,1.02899,-1.19288,95.5078,0.857306,-1.31753,-2.48865,495.242,0,1
39.9022,-0.822304,0.937228,36.3566,1.91532,0.209562,19.0059,2.73874,1.83797,-1.15738,199.636,0,0
40.5761,2.61059,0.698618,30.7179,-1.40574,-0.0721232,28.7887,1.48926,0.309492,1.17042,278.082,0,1
116.265,-1.13109,0.200582,93.4696,2.50285,-0.728468,32.9196,-0.400161,-0.710627,1.76145,350.13,0,0
72.5659,2.69362,0.623856,45.989,-0.743987,-0.940995,39.4732,-0.718815,0.319519,2.47101,297.849,0,0
81.4053,-3.0197,0.147927,64.2079,-1.73997,-1.82965,55.1192,2.85304,-0.0120301,2.42722,477.893,0,2
48.0533,-2.24501,1.42584,27.1842,1.48779,0.0675399,20.1748,1.42394,2.18336,-3.02659,311.798,0,1
35.281,2.75486,-0.172099,33.9029,1.21576,-1.03021,19.6713,-1.91667,-1.92247,-1.34461,163.775,0,0
42.0012,1.9811,-1.47711,40.4002,-2.34056,-1.28865,24.2312,-0.0851678,-0.849459,0.201858,251.958,0,0
132.683,-2.04804,-1.54364,61.0282,-2.13041,-0.914864,42.7186,2.07052,-1.76247,-1.39368,623.807,0,1
72.7263,-1.82297,1.33288,66.9563,-1.64824,-1.00156,29.6401,3.09117,0.857255,-1.13799,441.069,0,1
67.6848,2.01702,-0.893393,55.1827,1.87958,-0.469128,15.1833,-2.21617,-1.11059,-1.42178,309.444,0,1
64.7845,-2.46637,-0.47228,50.1349,1.28931,-0.495517,26.711,-0.379905,-0.434125,-1.22026,217.602,0,0
56.3671,-1.31899,1.97894,50.2026,1.89936,1.72937,14.9697,-0.748383,2.16615,3.03401,220.093,0,0
149.587,-1.26984,0.465012,97.0574,1.82202,0.932891,10.0479,2.67412,-0.456936,-1.55142,469.762,0,0
40.978,2.85781,-0.452474,28.1786,2.76521,0.285335,14.0824,1.74353,-1.88373,-0.448119,267.521,0,2
39.5952,1.23732,-0.318301,38.7397,0.447405,-0.801159,27.8769,-1.19143,-1.19414,-2.40824,173.967,0,0
106.187,-0.802948,-2.08872,59.7871,-0.443816,-2.28529,16.8708,-2.41814,-1.77517,-2.5743,204.432,0,0
34.267,-2.5933,-0.84297,28.675,-1.472,1.05117,11.8719,-3.06979,-1.26069,0.00436313,116.34,0,0
41.4312,-2.57971,-0.204757,28.399,-1.8074,-0.0326785,26.2182,1.26049,0.212876,0.592708,214.885,0,0
103.945,-2.25235,-0.768914,65.4909,-1.89359,-0.457391,34.6544,-2.20642,-1.5584,1.0204,465.923,0,2
61.6362,-0.892789,-1.28812,41.262,-2.77656,-0.0202565,16.2837,0.659437,-0.735214,1.28766,264.638,0,1
49.4588,2.97538,-1.75478,24.3208,-2.82872,-0.496862,18.8028,1.43198,-0.342724,-0.481516,374.757,0,2
35.1355,-0.356353,-0.222613,33.415,1.49408,0.452397,24.0257,2.80842,-1.20875,-2.76049,192.375,0,1
52.4436,1.80821,0.198766,45.7496,-1.53986,0.261678,14.6903,1.80436,-0.706093,-0.02644,181.756,0,0
31.0542,1.65624,-1.31309,24.3255,-0.929522,-0.479314,21.1716,0.247942,-0.716187,-2.42765,185.189,0,0
54.7967,1.10264,1.86261,27.0404,-2.31896,0.80876,14.1045,-0.260635,0.103809,-0.764916,372.075,0,3
47.7452,0.415054,0.45648,38.947,1.21136,-0.546016,20.0949,-2.47128,-0.474965,-2.2611,319.868,0,0
70.5006,-2.45908,0.775188,52.3932,2.87413,0.594765,24.1611,-2.07287,-0.28028,-0.725264,215.679,0,0
31.4783,-0.875073,-0.625887,27.2277,1.84781,-0.799303,18.8429,-2.64282,0.423211,2.66965,154.614,0,1
49.2426,0.685147,0.620334,27.5541,0.810052,0.359498,25.8675,-0.697774,-1.01656,-0.0982874,230.332,0,1
52.1039,0.613798,0.432557,43.572,1.83255,0.409883,35.0263,2.75205,-0.561152,-1.13965,295.788,0,1
53.8385,0.734186,-1.47143,45.1734,1.16763,-1.28057,19.0521,-1.32344,-1.01751,-1.91233,129.625,0,0
38.346,0.425112,-0.684588,24.0737,1.25323,0.548026,22.678,-2.18434,-0.472681,1.6215,198.194,0,1
43.8617,2.44718,-0.00148757,34.4505,1.48229,-0.138651,33.696,-2.60348,-0.43417,-0.261251,187.779,0,0
29.774,2.75097,0.0252506,28.9553,-0.211389,0.487136,25.7867,2.72153,0.340498,0.801696,265.096,0,1
25.8084,-1.46856,0.790072,24.9714,1.52512,2.04932,22.9057,-2.2948,2.25435,1.003,126.777,0,0
77.5461,-2.06397,0.00566642,22.1229,2.63551,0.20955,11.9779,0.790345,-0.335255,1.00298,236.443,0,1
115.898,-2.22701,2.26621,85.1044,1.32507,2.44349,66.0889,1.93301,2.19856,-1.33233,517.65,1,3
60.4067,2.19291,0.099625,54.6809,0.196396,0.828588,36.0789,0.840314,-0.256791,2.81464,731.403,1,3
59.1934,-1.21672,1.61762,33.8699,-1.30948,1.36395,29.6866,-1.5169,-0.0669862,-0.235749,251.789,0,1
61.4597,0.431603,-1.10836,43.8866,1.09623,-1.18624,41.4251,-1.19393,-0.412162,-3.08981,261.217,0,1
53.3276,2.62672,-0.244673,45.086,-0.917647,0.513795,27.1238,0.858916,0.217785,-2.34714,180.397,0,0
42.9692,-1.6655,-1.11329,29.0374,-1.81792,-1.71022,25.2742,0.00345453,-0.337871,0.96869,394.308,0,1
77.7776,2.40202,-0.497427,25.9647,1.97987,-1.47434,15.1073,-2.83856,0.55527,0.330734,260.451,0,1
89.637,-3.04794,-1.52843,21.0258,-0.914829,-1.20582,20.235,0.774374,-1.09506,0.311712,186.878,0,0
33.8567,0.0654023,-2.02234,19.007,-2.55058,-0.443429,18.9721,-1.36669,-0.551588,2.29981,133.534,0,0
39.8069,0.655816,1.12958,33.6477,3.09309,0.400344,13.1783,-1.04451,1.83666,-1.07206,154.766,0,0
117.064,0.771534,-0.771777,89.6445,-2.06131,-0.996029,46.7228,-2.93028,-1.19491,0.512555,391.587,0,0
57.2846,0.102741,-0.194241,53.3377,2.13111,0.0251568,27.9233,-1.49641,0.22866,-2.62512,264.982,0,0
57.0358,-1.37407,-0.660328,36.2279,-1.02232,-2.07005,21.869,0.209805,-1.19077,2.3941,264.759,1,2
30.4873,-1.22313,-0.0888502,30.3863,0.786777,1.88789,28.8716,-1.29544,0.932204,2.97485,202.258,0,0
95.3792,-1.74677,1.82337,21.7559,3.11483,1.43871,17.0079,-0.188652,1.73593,1.10983,454.954,0,0
34.1482,2.98492,0.794105,30.3405,-2.15398,1.4684,27.4083,3.10298,1.53597,0.990228,203.366,0,1
128.968,-0.531728,-2.04263,69.7535,-0.759943,-1.77548,10.4598,1.85153,-0.969994,1.42312,669.931,0,2
33.9371,-2.38188,0.945312,33.4308,0.237455,1.17543,24.6073,-1.72753,0.969785,2.01396,219.873,0,1
40.1502,2.46289,-1.27159,23.4365,-1.23057,-0.538587,16.3519,1.42171,-2.38524,-2.06019,222.964,0,0
73.3569,0.144709,-1.98837,50.9406,2.40824,-2.07593,31.7796,2.60544,-2.07746,-1.17746,327.747,0,1
