leptons.at(0).pT,leptons.at(0).phi,leptons.at(0).eta,leptons.at(1).pT,leptons.at(1).phi,leptons.at(1).eta,leptons.at(2).pT,leptons.at(2).phi,leptons.at(2).eta,MET_Phi,ST,bJet_vector.size(),Jet_vector.size()
74.8349,2.62207,0.424338,62.3746,-0.845005,0.517253,29.9209,0.563759,-0.46157,0.443746,178.7,0,0
145.117,1.49494,0.81194,92.0534,-1.51194,-1.00499,37.5575,2.87073,0.812641,-1.18879,349.768,0,0
62.5663,-1.26346,-0.107878,33.5734,1.2751,2.09103,13.82,-2.16156,-0.645201,1.41205,144.709,0,0
52.6018,1.05266,-1.65964,43.5238,-3.09317,-0.747701,41.5587,-0.619767,-0.100486,-1.10221,171.869,0,0
48.9919,0.299949,2.11316,39.8161,-2.86954,1.67114,26.5132,1.48392,0.567251,-2.52538,168.358,0,0
120.479,-0.266925,0.940178,41.2709,-1.32178,-0.413053,16.075,2.64835,1.53961,1.59578,297.511,0,1
29.9008,-0.970828,0.658282,21.4248,-2.78543,-1.69863,11.1884,-2.9691,0.775923,2.8761,132.507,0,1
38.367,0.0345913,1.98871,37.63,-0.121217,1.27805,33.284,-2.94978,-0.387499,3.11796,158.153,0,0
48.453,1.3311,-0.890684,37.1444,-1.01847,-1.91066,15.1028,0.380447,-0.505056,-2.57702,157.321,0,0
62.8536,0.53135,1.9997,42.2527,2.54002,-0.283068,33.3837,-1.96159,1.35726,-1.79847,169.279,0,0
56.1828,3.07413,-0.369096,53.7795,1.55193,1.98258,31.7394,-0.310223,-1.18731,0.0118103,236.732,0,1
50.0706,2.98061,-0.790852,39.6119,0.0341679,-1.93814,11.032,-1.89048,-0.974816,-0.631236,117.635,0,0
64.3351,0.463664,1.06409,56.4983,1.46375,1.67987,30.9491,-1.82118,0.814656,-2.4272,175.547,0,0
74.0857,1.30328,-0.895312,34.6197,2.6573,-2.14087,12.3777,-1.34293,-0.449134,-1.58341,146.284,0,0
44.4408,-1.28906,0.201377,33.056,2.74328,0.386683,26.7687,1.13091,-1.50549,1.22092,185.471,0,1
50.8924,-2.39164,-0.445149,39.8082,0.669078,0.214382,37.2906,0.213452,0.852472,2.54483,144.314,0,0
73.4052,-1.57428,0.842609,64.9448,1.47733,-1.3862,23.4512,0.331921,-0.525241,-2.47244,178.213,0,0
69.5232,-1.98117,0.502521,68.914,1.35138,2.29384,18.1036,-1.07369,0.586439,1.4528,172.369,0,0
39.5642,-1.65845,1.00891,35.4384,1.01695,2.38616,17.1122,0.908919,1.96294,-2.95478,129.931,0,0
82.525,2.0531,0.741873,41.8391,-1.89612,0.123706,23.2195,-1.21376,-0.0597797,-0.248302,190.24,0,0
73.6803,-0.0861923,1.19691,68.7928,-3.12709,1.49464,58.8765,1.82708,0.525862,-1.45222,255.373,0,0
102.599,-1.11226,1.4882,58.1823,1.76866,1.88064,42.3732,0.337998,1.12036,2.91605,288.463,0,0
99.4829,-0.377006,-0.274045,62.867,2.8595,-1.20232,28.3448,2.30504,0.361389,-1.92789,222.075,0,0
85.8271,2.91805,-0.578349,27.1947,0.289702,1.13952,22.7669,0.313426,-1.50627,-2.12969,234.232,0,1
60.348,0.811635,0.741627,55.2302,-0.755767,1.02211,44.1535,-2.49051,0.302759,2.35935,242.233,0,1
86.1277,-2.32134,1.4302,39.4507,-0.476557,-1.00496,37.7621,-0.469055,1.27392,1.7388,260.53,0,1
66.2645,-0.744576,-1.62837,45.6516,0.961595,-2.3262,30.2404,-2.1393,-0.946831,2.49973,208.997,0,0
108.948,1.07711,-1.83087,67.586,-0.00815215,-2.26298,44.1145,-1.89913,0.572549,-2.79552,342.07,0,0
35.4298,-0.369337,-2.00562,29.7269,1.78177,-0.206284,21.8731,2.421,0.892751,-2.94085,157.056,0,1
52.1667,-0.946359,-1.49365,34.9718,2.39147,-2.09965,33.3128,0.383911,0.589124,3.07181,164.77,0,0
53.7094,2.88319,-2.29745,23.6234,0.63514,-0.62454,10.6322,-3.07402,-1.37049,-0.912143,144.304,0,0
62.4485,-2.22076,0.242847,46.9151,1.01937,-1.20002,31.2213,1.69394,0.0274784,1.55027,159.226,0,0
66.2148,-2.99115,-2.07627,19.8337,-1.37599,-0.245755,18.3068,3.03762,1.15069,0.372363,185.693,0,0
164.652,2.06488,1.42144,85.2341,-0.994036,-0.810474,38.2104,1.38775,0.446823,-1.48869,411.072,0,0
68.9348,2.55454,0.917726,32.4348,-1.6523,1.60497,29.9437,-1.34073,1.45368,0.971424,169.129,0,0
70.1787,-2.96909,1.53318,33.0073,-1.12127,0.62443,14.0871,-1.88772,1.64677,1.97004,248.527,0,1
91.2205,-0.933406,-1.35575,50.6845,-1.98589,-2.11542,33.6372,2.77794,-0.434179,1.44931,340.653,0,1
94.2355,-0.922186,-0.616896,91.8526,2.55323,0.324589,16.3927,2.73001,-1.84902,-2.24757,290.991,0,1
58.1128,2.62351,-1.76692,27.6981,2.5239,-2.11538,24.6134,1.26199,0.0904961,-0.749109,152.96,0,0
79.8164,0.397352,0.444713,74.2636,-3.10179,2.10809,37.8778,1.87941,0.897421,-1.70844,250.764,0,1
48.1039,2.87201,2.1487,47.4801,0.430199,1.85532,34.8872,-0.714468,1.14971,2.07979,148.504,0,0
89.5654,-0.00961158,0.132921,54.9174,-2.99663,-0.725105,44.1557,-1.24765,0.156685,2.15576,253.773,0,1
109.712,1.92162,1.90322,34.5008,-0.875417,1.22458,16.2359,-0.0552645,0.642578,-1.67231,223.676,0,0
186.731,-1.30529,0.689058,139.413,-0.744344,0.736401,87.1328,-0.0156528,2.11101,1.47063,788.424,0,1
48.058,2.56619,-0.101918,33.1596,2.12013,1.54715,25.6943,-0.715202,0.599854,-0.644668,167.436,0,0
42.2688,-2.87796,-2.3865,31.8076,0.151466,-0.900365,28.323,1.97492,-0.499729,-0.905249,138.63,0,0
53.5308,-1.80536,0.694791,47.1921,-1.76765,2.14438,40.9512,2.52665,1.15183,0.21052,238.511,0,1
47.7388,-0.82645,-1.88326,43.5661,-2.74448,-0.766527,35.7248,0.243025,-1.54775,2.0732,213.999,0,0
143.236,2.73121,0.136934,77.1804,-2.04303,1.69707,31.9433,-2.28639,0.866448,1.53542,491.55,0,4
53.5405,2.79126,-1.22027,30.0673,-0.577593,-0.365093,28.3405,-2.08802,-1.91066,1.06139,155.734,0,0
50.2768,-0.97365,-0.789312,29.9076,1.96761,0.459307,27.4304,0.550216,1.57634,-2.90485,149.95,0,0
55.2147,2.50557,2.26947,38.2525,-0.774339,-0.258125,34.6519,-1.90738,1.07365,0.575124,172.928,0,0
48.3738,-2.01031,1.14141,37.473,1.38704,0.727385,12.1249,1.79828,-1.71541,-2.90774,241.166,0,1
170.95,2.64704,0.140013,149.674,2.17067,0.486711,15.9765,2.65867,1.45763,0.646668,702.233,0,1
66.0922,3.1136,-1.76075,37.3186,-0.489219,-0.818549,28.8992,2.73187,-0.00441568,0.873476,197.999,0,1
65.3731,-1.53589,1.4672,29.157,1.80873,0.991468,13.1098,2.90993,-1.05391,1.25041,156.692,0,0
93.2978,-2.93079,-0.0881965,38.6814,-0.0548733,-2.22231,13.8547,0.173816,-1.23262,1.09263,186.222,0,0
46.192,-2.90951,0.870594,35.6217,1.50295,0.202642,16.1008,0.425861,-1.47666,-0.886362,141.172,0,0
46.6003,1.42025,-1.61043,23.4497,-1.05002,-0.836259,22.7137,-1.6735,1.96512,-2.98945,108.895,0,0
147.872,-1.05003,-0.465082,53.2503,1.417,-1.68494,17.3233,3.06491,-0.319713,2.09411,346.949,0,0
41.5053,-1.56048,-0.0501109,34.9532,0.184883,1.59269,21.3562,1.61941,1.61893,0.31786,161.765,0,1
78.4099,-0.131094,2.31797,36.7019,0.689127,0.94373,32.6724,2.81253,0.988485,-1.77732,171.885,0,0
76.701,-2.63177,1.82647,19.6835,-2.58123,1.90838,18.1934,0.61786,0.47449,0.407155,165.93,0,0
68.6347,-2.5362,-1.51904,31.5404,1.952,-0.533844,31.5239,2.09013,1.41488,-1.60222,212.254,0,1
46.0093,-2.47781,-0.396736,45.8888,2.08496,-1.84225,42.9296,-0.0978284,-1.17546,0.670183,166.416,0,0
47.4035,0.629135,1.27897,44.498,-2.78165,-1.75634,11.3234,-0.0416764,0.822467,-1.94824,129.648,0,0
52.5176,2.32642,1.52647,47.7847,-0.98889,0.12319,34.8864,0.753206,1.65772,-2.34128,179.424,0,0
118.772,-2.98264,0.11001,25.9554,-1.35496,-0.607946,19.4668,-0.377102,-1.06418,0.0961279,598.6,0,2
116.748,2.69109,1.42587,38.3496,-0.0297999,-1.85782,10.6391,-0.72012,-0.136961,-0.791846,237.588,0,0
96.4169,3.05745,0.0995238,64.5333,0.606132,0.768571,63.1422,-0.603869,1.60098,-1.71683,239.912,0,0
57.0762,-0.358942,0.991858,39.7495,1.93157,0.348288,28.343,-1.42819,-1.04072,2.61279,170.163,0,0
48.5462,1.36231,0.552136,42.7803,-1.93021,0.761078,40.6157,-0.480535,-1.53759,2.4562,155.22,0,0
48.7788,2.53797,-1.23216,47.9991,-1.38498,-1.11949,29.2156,-2.27452,0.187932,0.641463,180.44,0,0
78.8955,1.31929,-0.277021,57.3401,-3.10799,0.144274,31.1292,-0.941483,-0.35604,-1.36293,200.075,0,0
97.1802,0.622673,0.152873,67.8046,-1.82451,-1.13726,37.6225,2.20447,-1.35917,-1.69878,270.345,0,1
79.0695,2.98737,-0.61138,29.9542,0.599013,-0.73916,26.8721,2.00779,0.565262,0.182203,199.23,0,0
72.8831,0.726468,-2.28597,44.6177,0.877862,-0.186029,33.0334,-0.406146,-0.721034,-1.88131,342.418,0,3
47.896,0.074951,0.458599,38.4696,-3.04389,1.28659,36.5156,1.04695,-2.33316,-2.32149,171.806,0,0
52.3483,0.550268,-1.60502,37.5364,-2.44816,-1.64698,32.9976,-1.55388,-1.54101,2.21623,154.493,0,0
86.9245,2.98964,-0.0326455,37.9872,-2.49849,-1.28234,32.4334,-1.09221,-2.28839,0.310496,240.669,0,0
39.6282,1.06767,-2.34383,24.4374,0.436552,-2.05131,14.7652,-2.44119,0.22419,-1.26061,162.779,1,1
62.8509,2.39226,1.47321,33.3305,-1.85446,1.62007,31.8828,-0.243032,2.23182,-0.283054,205.481,0,1
39.0074,-1.37815,0.803773,35.5659,-0.3491,-1.07858,16.2298,-0.542553,-0.239983,2.31282,170.231,0,0
42.8951,2.27061,-1.20557,28.8577,-1.97127,0.408018,17.9496,2.88049,0.356458,-0.0816328,128.96,0,0
45.4904,1.44213,-0.487733,15.1838,-1.131,0.745785,12.9335,-2.30264,2.06008,-2.51107,102.27,0,0
79.1902,1.75788,-0.270127,48.1832,-2.89679,0.21518,44.4989,-1.12623,1.26681,-0.481769,211.539,0,0
54.3482,0.501639,1.72502,47.4605,0.00271588,0.158075,34.0349,-1.62879,1.85488,-3.08125,218.438,0,0
47.2103,1.42974,1.35018,45.2201,-2.25737,1.00384,22.2732,0.124346,1.76169,-1.99661,124.708,0,0
99.1158,1.34737,1.55011,40.6211,-1.99385,-0.347896,18.5117,-1.40386,0.983407,0.585349,242.04,0,1
70.7031,-1.9243,1.29779,58.6335,-0.748573,0.32235,19.5674,-2.30869,1.15446,2.66545,291.409,0,1
50.5313,-2.04794,1.61932,46.5135,0.692998,2.22209,45.477,1.2764,2.2183,1.68625,245.544,0,1
97.4482,-3.02567,-1.0759,78.4962,-0.501596,-1.27513,17.3093,0.985563,-2.13424,0.902774,233.422,0,1
98.1619,-2.98928,1.19636,34.2249,-1.22964,1.69235,28.6863,2.36462,1.99715,0.472294,241.974,0,1
48.2133,-1.82244,-1.40957,31.4488,2.73366,-0.0153712,28.0563,-1.42561,-0.634558,0.926393,176.511,0,0
98.1972,2.13722,-2.02884,80.8031,-0.711298,1.42176,64.6993,0.620636,1.03578,-0.24303,364.553,0,1
74.9263,-0.590629,-0.246814,32.7148,-2.27346,-1.72308,28.8467,2.56776,0.0420102,1.61991,193.686,0,0
53.0539,2.5834,-0.725264,42.1295,-1.01222,-1.03031,12.8655,-1.26767,-1.68417,0.217539,142.974,0,0
58.3672,-2.88639,0.608562,31.4194,2.24568,-1.23235,13.9877,2.14444,0.389251,-0.916826,197.557,0,1
47.7146,2.29098,-1.6251,20.4661,2.861,-0.89971,15.5102,-0.282912,0.637893,-0.415583,145.663,0,0
53.5835,-0.587719,-1.51047,47.7281,-2.6005,-0.865369,11.9068,-1.19312,-1.23983,1.24177,180.089,0,0
155.037,-1.05718,0.211651,106.991,1.62697,-1.69894,24.2112,0.384957,1.06109,2.39957,391.09,0,1
37.2025,-0.053213,1.84321,29.5739,1.95445,-2.39712,15.7374,-2.76659,-0.609054,-1.34971,195.727,0,1
44.8131,-0.372938,-1.1559,42.1982,-2.8746,-1.4238,26.9918,0.485844,0.528745,1.69971,139.38,0,0
56.2303,-0.697745,-0.822794,48.3323,-2.99933,-1.42133,34.3883,0.587061,-2.17384,-2.49901,217.462,0,1
49.0259,1.01205,-0.868683,29.3391,1.9602,0.968278,24.2207,-2.28455,0.642882,-1.61404,162.105,0,0
74.4186,-1.2322,-0.679635,40.8332,2.14004,-0.725225,40.5175,0.462036,0.0279101,1.53175,218.697,0,1
42.8813,2.40643,0.272026,42.8086,-1.01877,-0.52514,38.0826,0.802529,0.614787,-3.04396,138.272,0,0
95.7733,1.43651,1.28165,21.2325,-1.41103,1.17047,20.855,2.16703,1.11999,-1.59472,207.273,0,0
248.069,1.18169,-0.111625,229.619,-3.08807,-1.24448,48.6079,-2.83864,-0.459655,1.10002,1143.15,0,2
66.0733,2.02041,-0.492206,42.8458,-2.21057,-0.395344,17.5656,-1.38868,1.15924,2.44284,287.963,0,2
63.0168,-0.199842,0.216182,25.5425,0.582342,0.811926,24.7709,2.55459,-0.977392,-2.80593,229.652,0,1
81.5384,-0.125944,-0.397882,30.361,-2.36901,0.500157,21.8638,-2.31598,-1.5101,2.19253,204.894,0,0
111.454,3.00371,0.771396,83.5873,-0.269852,0.178849,80.5285,0.487951,-0.658517,2.75121,337.663,0,0
126.575,-0.25918,0.496368,46.8018,-1.6966,-1.46691,22.3935,-1.19847,1.86435,2.46018,349.239,0,2
45.1351,0.685171,0.00321221,44.5965,-2.40644,1.76752,40.6357,-1.32242,1.19775,2.05161,175.856,0,0
282.043,-2.48597,1.72542,172.794,-2.94798,1.67348,163.682,0.65164,0.353995,0.2748,894.824,0,0
81.3836,1.7234,-0.599816,33.0019,2.06275,0.971154,26.3042,-1.8256,0.131367,-1.49321,248.198,0,0
61.8289,2.65632,-1.48724,35.8726,-1.17613,-1.21765,21.3648,1.50085,-0.580325,-0.40948,166.821,0,0
55.8481,-1.23787,0.917181,32.9792,1.43698,1.78197,15.3377,2.33288,-1.13632,2.17737,120.438,0,0
134.676,-2.4553,-1.91708,74.3134,-0.787521,0.365429,25.0746,2.43837,0.137487,-2.29669,438.321,0,1
122.442,1.89242,-0.541325,72.9108,0.840558,-0.700156,62.8804,-1.10188,0.890485,-1.96246,399.043,0,0
117.364,-1.48657,-0.210418,59.3376,-0.385904,0.117502,28.7045,2.39769,-0.573155,-1.4644,404.271,0,1
86.4437,2.42404,-0.0115644,59.6575,-2.50707,0.105275,37.5843,-1.15186,0.767489,0.716968,287.108,0,1
66.9271,1.46668,1.42834,40.6024,2.7614,1.41945,32.5334,-1.34546,1.29508,-1.22325,192.383,0,0
92.8451,-1.62755,0.728616,49.4986,1.71191,0.284133,48.0366,0.993972,1.71085,-2.38043,204.372,0,0
43.6889,-1.26161,1.98844,28.8436,-0.473116,-0.0370425,20.5086,-0.745404,2.02148,2.54674,187.745,0,1
44.6316,1.64161,-0.144263,29.0204,-1.3376,-0.23696,23.285,1.70427,2.19754,-2.32364,178.669,0,1
67.7164,0.936987,1.2624,44.2689,-1.01869,1.38783,19.3337,-2.60579,1.8532,-3.09601,190.205,0,0
78.6524,-0.416697,0.589373,33.477,-1.49207,1.95891,18.122,1.17347,2.06478,2.20976,219.689,0,1
43.6923,-1.13054,-1.50973,40.9047,-1.69419,0.299174,13.9773,-1.84393,-0.724727,1.9559,203.633,0,1
67.9018,2.51607,1.35928,59.8659,-0.683261,-0.0650635,19.6486,2.55713,1.32195,-0.338801,171.969,0,0
108.459,-0.870446,2.33042,42.4697,1.43754,1.58549,20.5273,-2.42953,1.14989,2.37176,244.004,0,0
55.7477,-1.9473,0.0383694,48.5981,-2.62718,1.51304,44.8981,-0.0434389,0.101139,1.34762,230.66,0,0
72.5969,-0.148019,2.394,53.8403,2.31144,0.109987,43.5451,-1.7543,0.712074,3.1345,189.092,0,0
116.074,-1.0319,-0.392965,27.2093,2.60716,-2.1379,18.2607,1.84123,-0.224702,0.764492,296.132,0,1
82.2732,1.22936,0.0963867,64.5365,1.46263,1.22409,63.2818,-2.41463,-0.525211,-0.286799,288.834,0,1
89.1283,1.61632,1.63775,35.2632,-3.02476,2.33895,15.8223,2.08574,0.243528,-1.03558,244.952,0,0
90.6128,-0.312011,-0.50397,26.4168,-2.79577,-2.37359,24.2157,-2.87782,-0.410969,1.20684,211.656,0,1
80.218,-1.91826,1.07271,55.2184,0.585043,0.546409,30.7418,0.383796,0.985755,2.18366,214.573,0,0
58.2799,-1.03269,0.978984,44.5575,-1.97268,1.06965,43.4483,1.18611,0.973618,2.60449,204.3,0,0
170.544,-1.86328,-0.721916,95.8894,-2.38981,-0.249524,80.272,1.39029,-1.29123,0.89416,622.389,0,1
88.6146,-0.653311,-2.3313,81.9811,0.473126,-2.27468,39.5863,2.77703,0.244362,3.05598,324.656,0,0
52.6161,2.59266,2.36345,49.3162,0.961732,1.33876,32.9896,-2.35649,2.14135,-1.99813,549.026,0,4
62.2688,0.886098,-1.27211,23.4724,3.1414,0.268462,19.7929,2.45879,-0.235971,-1.44546,132.348,0,0
45.4711,1.73717,1.39447,25.1297,-1.51765,-0.475954,16.8403,1.83322,-2.34486,-1.1788,109.903,0,0
183.337,-2.55476,-1.48533,53.0343,0.366677,-2.39755,34.7867,-1.96592,-0.51983,2.38044,599.393,0,2
76.9387,0.733611,-1.57256,67.5668,-1.25482,0.438006,16.8652,-1.20524,-0.792277,-2.96572,280.481,0,2
120.078,2.96378,-1.03214,36.68,0.244594,-1.43432,11.5078,1.82131,0.879535,-0.643252,275.014,0,1
53.3268,-1.9004,-1.81,44.2107,0.445569,-1.59545,41.7789,1.05273,-1.82443,-2.76458,172.045,0,0
42.4365,-1.60205,-1.75065,13.2449,-2.8049,0.891065,11.354,-2.83183,-1.17813,1.08822,131.499,0,0
92.6211,2.72858,-0.942533,49.0446,1.49713,-1.58439,34.9381,-2.05084,0.630693,-0.488606,270.408,0,0
63.8089,0.80924,-2.05805,21.2558,3.06046,-0.518477,15.494,-0.0569534,0.434712,-2.6444,151.763,0,0
55.378,0.489105,1.63948,33.338,1.30963,-0.0930079,25.3257,-0.843763,0.325738,-2.97426,165.226,0,0
104.891,-1.6014,-1.91916,53.8754,1.25947,-1.70333,19.6493,1.04643,-1.33914,2.27465,221.444,0,0
62.0566,-1.51223,1.32588,61.0915,0.447144,0.880513,59.8707,2.01613,1.56255,-3.08201,226.031,0,0
57.0935,-2.53945,-0.650806,29.037,-0.440411,0.721352,25.7442,1.79585,1.19312,0.35918,149.324,0,0
46.8273,-3.09948,1.07514,46.3342,0.26902,1.51894,32.4121,-1.6267,2.20607,2.3487,182.337,0,0
43.1227,-2.96487,2.16173,35.4957,2.28851,-1.00799,27.703,0.543612,0.598352,-0.859935,129.613,0,0
84.4298,-2.95056,-1.69226,64.2044,1.03037,-2.0847,27.6884,1.12552,-0.200091,-0.808075,247.805,0,1
61.3195,0.719613,2.10812,57.6803,-2.17843,0.27392,23.7635,2.81244,0.675025,0.487892,157.221,0,0
21.5457,1.95152,0.230797,21.185,2.72538,0.724441,20.6096,2.12494,-2.23254,-0.59614,120.94,0,0
68.0176,-1.17824,-0.306219,37.1285,2.98208,-0.749495,23.3529,1.39654,-0.181277,-0.62766,192.618,0,1
45.8951,0.664277,0.742073,45.8933,1.46126,-1.91535,39.4726,-2.27485,0.0925544,-1.92598,156.73,0,0
75.59,-1.01047,-0.741569,41.7772,-2.90609,-0.805556,28.1081,-2.91214,0.313192,0.831397,232.956,0,0
57.3294,-0.256525,0.987696,37.6782,1.06156,-1.32827,32.2535,-2.97907,0.140325,-2.68593,188.883,0,0
49.8892,2.59066,1.81789,42.0865,0.917189,1.72802,15.0081,0.0987247,-0.941437,-2.7925,176.541,0,1
73.397,-1.79577,-1.50054,39.4789,2.34988,-1.00702,14.8483,-2.63148,0.916083,1.0074,200.305,0,0
79.8635,-0.0994933,0.566031,45.6677,-2.25979,-0.808572,30.6822,2.35601,0.587144,1.40138,187.568,0,0
64.593,-1.63685,-0.831377,51.3415,-0.0516261,-0.308711,18.6688,0.923328,0.551559,-2.53437,295.956,0,1
69.4758,3.05595,-1.12578,36.8184,1.27007,-0.333014,27.3561,-1.77443,-0.175138,1.2018,250.312,0,1
195.548,-1.94059,0.179852,55.3226,-1.40772,-1.32959,35.342,-0.95255,-0.380845,1.26745,553.406,0,1
59.7745,-1.74924,-0.2585,37.0167,-0.184568,-1.53572,24.0891,1.86752,-1.59908,2.05011,171.417,0,0
41.9744,1.99152,1.5886,41.601,-0.456036,-1.53524,31.334,-1.4773,0.325223,2.39359,148.016,0,0
78.2005,-2.37113,0.370125,63.2693,0.891111,-0.682392,20.0736,-1.29935,0.968973,0.825327,187.7,0,0
110.209,-2.02284,1.65907,66.8168,0.755122,0.293745,38.994,2.20895,1.57561,0.784691,253.874,0,0
57.6794,1.67814,2.07878,18.8744,-2.43936,-0.656799,11.9317,-1.17172,-0.325714,-0.943838,136.445,0,0
61.1587,-0.932799,1.96444,31.7778,-1.47235,-0.364816,26.6194,-2.43671,0.264044,2.0482,216.172,0,1
52.2534,2.41064,-0.146484,28.077,0.0470641,-0.839013,14.2199,-0.87609,2.08045,-1.45616,113.528,0,0
150.786,0.00127691,-0.732809,145.214,-3.11432,-1.41311,30.7862,-0.928322,0.257324,2.23281,365.112,0,0
36.4972,1.92612,-0.0427552,28.5224,2.6928,-0.29216,20.508,-2.77626,-2.39247,-0.21323,145.027,0,0
136.687,2.48822,-0.488171,25.5225,-1.7379,1.04331,12.6952,2.32147,-2.37487,-0.393676,327.846,0,0
106.136,1.28231,1.11778,39.4241,0.645939,2.29169,18.5631,2.16416,1.64045,-2.33707,255.245,0,2
86.7628,-2.34678,1.16431,79.4876,-1.35629,1.68262,11.5785,0.202192,-1.08964,1.75125,614.95,0,3
51.3281,1.45464,0.23326,49.9771,-1.3758,1.99387,42.1805,0.659439,1.85369,-2.52303,193.268,0,0
67.9884,0.918613,0.835363,59.0129,-1.63809,1.11782,31.9294,2.48935,2.12525,-2.43782,191.123,0,0
73.848,0.202418,1.08849,27.148,-3.05061,0.557758,16.4132,2.2435,1.3369,-2.66493,183.855,0,0
107.443,2.90446,1.94064,35.939,0.355608,1.63487,21.3565,0.396749,1.61704,-0.9548,221.02,0,0
94.3695,-2.68772,0.835159,30.4963,-1.44278,-0.137262,10.2451,0.825175,-1.02527,1.20533,193.757,0,0
59.4443,1.14029,0.545731,23.5036,-1.36311,-0.890452,13.1232,1.45772,-1.11759,-1.95989,123.365,0,0
108.892,1.55958,1.60421,102.766,-1.65894,-0.307501,31.9751,2.92786,0.226899,1.15622,832.79,1,1
50.1617,-1.50669,1.71646,40.7538,0.496169,-1.28014,40.3627,2.76498,-0.133324,2.4584,163.046,0,0
63.4891,-0.483203,1.60702,61.3335,-1.62235,0.253821,37.1915,2.63733,-0.527296,1.29221,262.3,0,1
56.736,2.94068,-0.158634,27.1684,1.2988,-1.57996,14.6153,-3.05669,-0.951754,-0.546351,174.117,0,0
75.1019,0.823873,-0.782195,19.4296,-1.08344,1.4516,12.384,-1.17395,1.27544,3.03412,158.261,0,0
61.3814,-0.560466,-0.0810041,56.2877,2.30712,0.910758,30.5,-1.33979,1.81849,-1.48874,268.487,0,1
51.574,-0.446227,0.432704,31.4815,-2.7693,-2.00068,30.7182,-2.58506,-0.899267,1.30119,155.239,0,0
47.7341,2.16451,-0.580785,38.0005,-0.163318,0.0681397,35.8055,-2.10627,0.186868,1.36423,131.117,0,0
32.8786,-2.62825,0.60089,26.8607,2.55691,-1.67647,16.5299,-0.737,0.603109,0.104594,85.4255,0,0
45.3688,-1.28086,-2.12375,43.8961,2.39957,-1.60597,23.9255,2.91366,-0.246221,0.102252,161.16,0,0
45.9383,-3.07146,2.22185,39.419,-0.388925,1.52633,26.6545,1.10149,-1.81153,-1.13816,129.061,0,0
280.68,1.19412,-0.826618,130.929,1.42765,-1.20501,51.5749,-1.60061,-0.840271,-2.09785,887.853,0,2
56.6373,0.939311,1.21235,50.9741,-2.56842,1.01017,41.9098,1.70687,-0.211676,-1.84417,234.49,0,1
381.976,-0.996208,1.10739,247.825,1.89318,-1.76375,56.5289,-1.42024,1.61821,1.41723,893.31,0,1
40.4194,0.0853233,0.235137,36.8717,-2.72524,0.331179,30.119,2.16138,-1.66383,-0.880889,122.797,0,0
73.7449,-1.53245,-1.51639,46.1129,-0.182941,-0.790351,23.9421,1.4213,1.14838,-1.02805,287.616,0,2
49.5574,-0.0533697,0.457645,48.1846,1.78336,1.21805,22.0467,0.967136,-0.0414075,-2.44018,190.61,0,0
62.6267,2.3602,-0.0408623,45.0307,-1.90794,0.0234009,40.5612,0.27259,-2.10781,0.22954,204.267,0,1
73.106,3.02246,-0.191077,41.9707,1.17753,0.203602,23.185,0.919982,-0.790021,-1.87825,206.189,0,0
60.7094,-0.755158,-0.0429472,44.0352,2.97154,2.33083,26.2049,0.765941,-1.69058,1.75153,182.587,0,0
120.575,2.32404,1.58217,20.6079,-2.13512,-1.56426,17.0805,-1.19281,1.75599,-0.992461,280.533,0,2
199.092,0.862747,-1.63734,142.933,-2.56519,-0.0541629,23.2197,2.07548,-1.03953,-1.93973,444.563,0,0
56.941,-2.49907,1.4604,53.1103,0.504841,-1.35023,36.395,-1.40678,-0.231026,-2.2289,205.292,0,1
58.0846,2.87282,1.86105,49.7226,2.09191,-1.46108,45.4691,0.841273,1.30751,-1.86405,261.045,0,1
42.8984,0.79041,0.638279,39.667,2.9854,-2.10681,38.0414,-1.99788,-0.0361003,-0.119317,165.762,0,0
81.7224,-1.10315,1.37596,66.8235,1.81828,-0.290695,11.1603,2.95676,1.94585,-2.75319,244.559,0,1
69.8085,1.23073,-0.0202851,54.2263,-1.33119,-0.108426,42.4598,2.67768,0.929129,-1.36619,190.243,0,0
48.9237,1.99196,1.49966,47.201,-0.346396,-1.4331,28.501,2.89295,-0.165231,-1.28585,159.346,0,0
58.2653,0.0121415,-0.791107,28.8172,3.07363,0.264052,19.0162,3.03024,-1.64188,-2.1834,116.701,0,0
100.791,-1.56109,-0.365543,82.7541,1.342,-0.814667,51.347,2.84007,-0.168108,-0.697857,309.014,0,1
45.9559,1.46698,0.681787,45.3197,-1.2738,0.300811,35.9695,-1.17405,0.377021,1.90287,157.849,0,0
24.4403,1.59132,0.606387,21.614,1.63741,2.36902,16.7174,-2.51161,-2.26068,-0.592315,128.024,0,1
63.894,3.05742,1.78524,41.108,0.811588,2.13306,15.6802,0.687744,0.330403,-0.71886,246.583,0,1
109.647,-1.87403,1.86806,46.4077,0.59823,0.398699,26.8942,-1.16971,0.448887,-2.62456,399.836,0,2
87.1395,0.963378,0.311311,37.8757,2.70566,0.647903,18.6886,-0.0043115,-1.50716,-2.30854,285.929,0,1
54.7063,-2.61581,1.50862,43.0699,0.842223,1.97112,43.0598,0.0695622,0.0914626,-2.51303,169.799,0,0
77.0112,-0.0684259,-0.693791,33.3342,-1.29025,0.57527,14.3914,-0.951092,-1.12251,2.46586,230.225,0,0
